C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39930743.wav|निकै थकित छु आज ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39930744.wav|मैले पनि हेरेको थिए दाइ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39930747.wav|उनलाई कहिले साँझ पर्ला भनी हतार लाग्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39930748.wav|हाहा ल भाइ, रमाइलो गर ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39845449.wav|तै पनि गज्जब मज्जा आइरहेको छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39845451.wav|रानी हातमा भिक्षा लिई योगीको छेउमा पुगिन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39845478.wav|हुन्छ यो त एकदमै राम्रो काम हो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39845496.wav|त्यस परिवारमा सन्ते र चतुरे नाम गरेका दुई छोराहरू पनि थिए ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32417292.wav|पानी तिर्खा लाग्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32417293.wav|माग र महत्त्व डिजेलकै बढ्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32417294.wav|काम र पढाइले गर्दा नै हो धेरै त ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32417296.wav|हिजो गरेको आमालाई फोन ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39331369.wav|ठिकै भाको छ पहिलो त्रैमासिक ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39331370.wav|इन्टरनेट पनि कत्ती ढिलो चलेको ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39331371.wav|मैले गर्न नमिल्ने रैछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39331372.wav|बाँदरले आफ्नो पुच्छरमा पनि दही चिउरा लागेको देख्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_39331374.wav|के तपाई बिहीबार खेल खेल्न चाहनुहुन्छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647945.wav|बाँदर एकछिन निदाउँछु भनेर सुत्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647950.wav|रमाइलो नै हुन्छ जे होस् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647958.wav|स्पेन पनि हार्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647960.wav|त्यसको लागि त नयाँ रोड तिर जानु ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647962.wav|भीम र दुर्योधनको मपाईत्व चर्केर कुरुक्षेत्र बन्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647963.wav|मैले मेरो दिन यस वाक्यबाट सुरु गरे है त!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647964.wav|घरको बाघ बनको स्याल
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_41647965.wav|उनी त्यो बाटो नगई पश्चिमतर्फको ढोकाबाट बाहिर निस्कन खोजे ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36478369.wav|मैले नि हप्तामा दुइचारओटा हेर्छु साउथ इन्डियन फिलिम ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36478370.wav|एकदम सहि कुरो।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36478372.wav|गीत सुन्दै काम गर्न खुब मज्जा अाउँछ है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36478373.wav|ठमेलमा के के पाइन्छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36478374.wav|अगुल्टाले हानेको कुकुर बिजुली चम्कँदा तर्सिन्छ
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36493831.wav|नेपाल मा जाम पनि कति हुन्छ कति ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36493832.wav|अाजको दिनभरि पानी ले नै हैरान गर्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36493833.wav|दाइहरु के छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_36493834.wav|अाज भोलि क्याम्पसमा राजनिति चै कस्तो चलिराछ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278286.wav|गोल नखाने, न हान्ने।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278287.wav|आज शनिवारको दिन पनि त्यत्तिकै बित्यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278288.wav|हामी नेपाली हौ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278289.wav|भाई बढी किन?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278290.wav|त्यो त हो दाई ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278300.wav|सबै नगएका वाक्यहरु एकचोटि सर्भर चल्न थाले पछि अाफैँ जान्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278302.wav|लौन केटा हो मुटुमा आगो लागेर हैरान छ दमकल बोलाइदेउ न।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278303.wav|भात पाक्यो त?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_35278304.wav|कुनै चार ओेटा लेख्नुहोस् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945785.wav|एकदमै राम्रो छ। मलाई त साह्रै मन पर्यो
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945786.wav|स्कुलमा अखिलको संगठन गर्थे ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945787.wav|तर फुटबलसँग सम्बन्धित काममा खर्च गर्नेछु ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945788.wav|इन्टरनेट पनि कत्ती ढिलो चलेको ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945789.wav|सदस्य हरु धेरै भयो भने सजिलो हुन्छ होला ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945825.wav|चिसोमा के छ आज?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945826.wav|खाना पकाउन जागर नलाको देख्दा पनि अचम्म लागिराछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945827.wav|बाबुले सम्झाए दुवैतिरकाले मान्लान् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945828.wav|म अहिले माछापोखरी तिर छु ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_32945829.wav|आज को मौसम चिसो छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146839.wav|सञ्जु टोरेन्ट बाट डाउनलोड गर्दै छु भनेको!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146840.wav|अग्रगामी राष्ट्र हाम्रो, जय जय नेपाल।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146841.wav|तिनैका सन्तान स्कुल कलेजमा अखिलका सदस्य भएछन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146842.wav|समुह त सुस्ताएछ धेरै भएछ नहेरेको।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146843.wav|स्वास्थ्य को ख्याल गर्नु ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146844.wav|अद्भुत छौ तिमीहरू!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146845.wav|स्वस्थ र गुणस्तरीय खाना, हाम्रो चाहाना!!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146846.wav|अधोगति उधै मति भन्या यही हो।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146847.wav|हेर त परबाट को आएको?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37146848.wav|धन्यवाद मित्र।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636558.wav|नेपाल वायु सेवाले नयाँ हवाइजहाज किनेछ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636559.wav|शिक्षक तथा विद्यार्थी दुबैको हाजिरी हुन्छ आजकल ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636560.wav|समय-समयमा माछा, मासु, अण्डा आदिको सेवन पनि गरिन्छ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636561.wav|तिमी अहिले सम्म पोखरा गएको छौ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636637.wav|प्यारो लाग्छ मलाई ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636640.wav|घाम हुनेसित जून हुँदैन, जून हुनेसित घाम!
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636642.wav|म अलि व्यस्त छु अहिले ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636644.wav|नेपालमा सबैभन्दा धेरै बोलिने वाक्य होला यो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636646.wav|साथीहरु कुरा गर्दै बस्नु होला ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636694.wav|म त मक्ख परे ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636696.wav|सदाझै आज हामी कोहि पनि सेलाउदैनौ भन्ने आशा छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636697.wav|के गर्नु गर्नु, समस्यामा परे म त?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636709.wav|भाइ, खाना पका त ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636710.wav|प्रहरीलाई म रोक्छु ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636711.wav|जाभाको कक्षा संचालन भइरहेको छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_33636712.wav|ल कसैको सुत्ने बेला भएको भए चै शुभरात्री है ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561255.wav|समोसा हैन मासु हालेको डल्लो भए चै ठिकै हो ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561256.wav|यसमा पुर्णविराम पनि आवश्यक छ?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561257.wav|एउटा राम्रो गीत बजाउ न ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561258.wav|हाम्रो समुह ठुलो हुदै छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561259.wav|यो कस्तो विडम्बना ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561282.wav|पार्टीलाई सहयोग गरेको समानुपातिकमा परेको कि कसो?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561283.wav|भात खुवाई लाई अङ्ग्रेजीमा के भन्छन कसाई थाहा छ त?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561285.wav|अझै निन्द्रा मरेको छैन।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561286.wav|के गरिरहेको छौ आजकल?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561292.wav|म त बिरामी भएर सुतिराको छु।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561293.wav|पाप धुरी बाट कराउछ
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561294.wav|तपाईंलाई मन परेको फिल्म अरुलाई मन नपर्ने सम्भावना हुन्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561295.wav|कुद्छ मलाई पछ्याई ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561296.wav|मदिरा विदेशी ब्राण्ड को पर्यो जस्तो छ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561317.wav|जामाचो, चम्पादेवी, फर्पिङ रमाईला ठाउँहरु हुन् ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561318.wav|पेनाल्टी भएन भने आज नि म्याच थ्यो र भन्ने हुन्छ अहिले त।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561319.wav|नयाँ विशेषता थपिदै छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561321.wav|कति फोहोर छन् बाटोहरू।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561372.wav|स्वागत छ अमित यो समुहमा ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561373.wav|सन्दिपको फोन नम्बर कति हो?
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561374.wav|आजको दिन पनि रमाइलो सँग बित्यो।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561375.wav|भेटौँला नि ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37561376.wav|आजकल होस्टलमा खाना खाने गरेको छु ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37001447.wav|सार्वजनिक उद्योगको निजीकरणमा विश्वास गरे ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37001448.wav|मलाई राम्ररी नपाकेको अाँप चै मनपर्छ ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37001449.wav|टोरेन्ट गर्दै छु म त।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37001450.wav|त्यस्तै सुनेको थिए दाइ मैले नि ।
C:/Users/firoj/OneDrive/Documents/GitHub/TTS_learning_journey/XTTS/Creating Model/wavs/common_voice_ne-NP_37001451.wav|सब ठिक छ दाइ।
